KodZboziKo,C31,1;KodZbozi,C15,2;KodPodskla,N11/0,3;KodZboziVB,C15,4;NazevVar,C250,5;TypZbozi,N11/0,6;SazbaDPH,N11/0,7;NCBD,N11/2,8;Mn,N11/2,9;BarCode,C20,10;BarCodeBal,C20,11;jednotka,C5,12;BalZakl,N11/0,13;BalZaklK,N11/0,14;BalPal,N11/2,15;BaleniZakl,N11/0,16;BaleniPal,N11/0,17;BaleniAlt,N11/0,18;HmotnostCe,N11/2,19;ObjemCelke,N11/2,20;InvMn,N11/0,21;cProvozovn,N11/0,22;VUPoznamka,C20,23;Import,L,24;KodCenSkup,N11/0,25;KodSlevSku,N11/0,26;KodSortime,C15,27;KodVyrobce,C15,28;PCA,N11/2,29;PCASD,N11/2,30;PCB,N11/2,31;PCBSD,N11/2,32;PCC,N11/2,33;PCCSD,N11/2,34;PCD,N11/2,35;PCDSD,N11/2,36;KC,N11/2,37;KCSD,N11/2,38;VUDodcislo,C40,39;VUDodavate,C40,40;VUMaterial,C30,41;VUNostnost,C30,42;VUSklmisto,C20,43;VUNetto301,N11/0,44;VUPuvodniz,C10,45;VUVolnaZ53,C20,46;Cislo,C15,47;dPohybu,D,48;dZaloz,D,49$
K132-W.01;K132-W;1;;Konf. stůl KLEMENT obdélník;ZB;21;839.66;8.00;;;ks;8;8;0.00;1;0;0;160.00;0.37;0;1;;0;1;0;12.2.9;1;1258.95;1523.33;1347.08;1629.97;1498.35;1813.00;1762.81;2133.00;0.00;0.00;;;Lamino;30;H41A,C16D, H21C;19;;A;28/15;301215;301215;
K133-B.02;K133-B;2;;Konf. stůl ALBERT čtverec;ZB;21;839.67;1.00;;;ks;1;1;0.00;1;0;0;15.00;0.04;0;1;;0;1;0;12.2;1;1258.74;1523.08;1346.85;1629.69;1497.52;1812.00;1761.98;2132.00;0.00;0.00;;;Lamino;20;F18C;14;;A;28/15;301215;301215;
K133-DB.01;K133-DB;1;;Konf. stůl ALBERT čtverec;ZB;21;700.00;2.00;;;ks;2;2;0.00;1;0;0;32.00;0.07;0;1;;0;1;0;12.2;1;1048.95;1269.23;1122.38;1358.08;1247.93;1510.00;1468.60;1777.01;0.00;0.00;;;Lamino;20;F19C;15;;A;28/15;301215;301215;
K133-DS.01;K133-DS;1;;Konf. stůl ALBERT čtverec;ZB;21;700.00;8.00;;;ks;8;8;0.00;1;0;0;128.00;0.28;0;1;;0;1;0;12.2;1;1048.95;1269.23;1122.38;1358.08;1247.93;1510.00;1468.60;1777.01;0.00;0.00;;;Lamino;20;F19C;15;;A;28/15;301215;301215;
K133-H.01;K133-H;1;;Konf. stůl ALBERT čtverec;ZB;21;700.00;4.00;;;ks;4;4;0.00;1;0;0;60.00;0.14;0;1;;0;1;0;12.2;1;1048.95;1269.23;1122.38;1358.08;1247.93;1510.00;1468.60;1777.01;0.00;0.00;;;Lamino;20;F17B,F25D;14;;A;28/15;301215;301215;
K133-HE.01;K133-HE;1;;Konf. stůl ALBERT čtverec;ZB;21;746.84;6.00;;;ks;6;6;0.00;1;0;0;90.00;0.21;0;1;;0;1;0;12.2;1;1048.95;1269.23;1122.38;1358.08;1247.93;1510.00;1468.60;1777.01;0.00;0.00;;;Lamino;20;F17B,F19D;14;;A;28/15;301215;301215;
K133-L.01;K133-L;1;;Konf. stůl ALBERT čtverec;ZB;21;734.13;3.00;;;ks;3;3;0.00;1;0;0;48.00;0.11;0;1;;0;1;0;12.2;1;1048.95;1269.23;1122.38;1358.08;1247.93;1510.00;1468.60;1777.01;0.00;0.00;;;Lamino;20;F25C;15;;A;28/15;301215;301215;
K133-P.01;K133-P;1;;Konf. stůl ALBERT čtverec;ZB;21;700.00;3.00;;;ks;3;3;0.00;1;0;0;48.00;0.11;0;1;;0;1;0;12.2;1;1048.95;1269.23;1122.38;1358.08;1247.93;1510.00;1468.60;1777.01;0.00;0.00;;;Lamino;20;F18C,F19D;15;;A;28/15;301215;301215;
K133-T.02;K133-T;2;;Konf. stůl ALBERT čtverec;ZB;21;839.67;1.00;;;ks;1;1;0.00;1;0;0;15.00;0.04;0;1;;0;1;0;12.2;1;1258.74;1523.08;1346.85;1629.69;1497.52;1812.00;1761.98;2132.00;0.00;0.00;;;Lamino;20;F25C;14;;A;28/15;301215;301215;
K133-W.01;K133-W;1;;Konf. stůl ALBERT čtverec;ZB;21;709.68;8.00;;;ks;8;8;0.00;1;0;0;120.00;0.28;0;1;;0;1;0;12.2;1;1048.95;1269.23;1122.38;1358.08;1247.93;1510.00;1468.60;1777.01;0.00;0.00;;;Lamino;20;F24C;14;;A;28/15;301215;301215;
K135-HE.01;K135-HE;1;;Konf. stůl TIBOR obdélník;ZB;21;629.75;1.00;;;ks;1;1;0.00;1;0;0;16.00;0.04;0;1;;0;1;0;12.2;1;943.95;1142.18;1010.03;1222.14;1123.14;1359.00;1321.49;1599.00;0.00;0.00;;;Lamino;15;F27B;15;;A;28/15;301215;301215;
K135-S.02;K135-S;2;;Konf. stůl TIBOR obdélník;ZB;21;755.37;1.00;;;ks;1;1;0.00;1;0;0;16.00;0.04;0;1;;0;1;0;12.2;1;1132.74;1370.62;1212.03;1466.56;1347.93;1631.00;1585.84;1918.87;0.00;0.00;;;Lamino;15;F82C;15;;A;28/15;301215;301215;
K135-W.01;K135-W;1;;Konf. stůl TIBOR obdélník;ZB;21;599.33;3.00;;;ks;3;3;0.00;1;0;0;48.00;0.12;0;1;;0;1;0;12.2;1;943.95;1142.18;1010.03;1222.14;1123.14;1359.00;1321.49;1599.00;0.00;0.00;;;Lamino;15;F82C;15;;A;28/15;301215;301215;
K136-DB.01;K136-DB;1;;Konferenční stůl ARNOLD;ZB;21;720.03;1.00;;;ks;1;1;0.00;1;0;0;21.00;0.43;0;1;;0;1;0;12.2.6;1;1080.00;1306.80;1155.60;1398.28;1285.12;1555.00;1512.40;1830.00;0.00;0.00;;;Lamino;30;F84A;20;;A;28/15;301215;301215;
K136-DS.01;K136-DS;1;;Konferenční stůl ARNOLD;ZB;21;720.03;1.00;;;ks;1;1;0.00;1;0;0;21.00;0.43;0;1;;0;1;0;12.2.6;1;1080.00;1306.80;1155.60;1398.28;1285.12;1555.00;1512.40;1830.00;0.00;0.00;;;Lamino;30;F84A;20;;A;28/15;301215;301215;
K136-H.01;K136-H;1;;Konferenční stůl ARNOLD;ZB;21;720.03;2.00;;;ks;2;2;0.00;1;0;0;42.00;0.86;0;1;;0;1;0;12.2.6;1;1080.00;1306.80;1155.60;1398.28;1285.12;1555.00;1512.40;1830.00;0.00;0.00;;;Lamino;30;F84B;20;;A;28/15;301215;301215;
K136-HE.01;K136-HE;1;;Kon.stůl ARNOLD,obdélník;ZB;21;720.03;1.00;;;ks;1;1;0.00;1;0;0;21.00;0.43;0;1;;0;1;0;12.2.6;1;1080.00;1306.80;1155.60;1398.28;1285.12;1555.00;1512.40;1830.00;0.00;0.00;;;Lamino;30;F84B;20;;A;28/15;301215;301215;
K136-L.01;K136-L;1;;Konferenční stůl ARNOLD;ZB;21;720.03;1.00;;;ks;1;1;0.00;1;0;0;21.00;0.43;0;1;;0;1;0;12.2.6;1;1080.00;1306.80;1155.60;1398.28;1285.12;1555.00;1512.40;1830.00;0.00;0.00;;;Lamino;30;F83B;20;;A;28/15;301215;301215;
K137-DB.04;K137-DB;4;;Konf. stůl MEDARD, se sklem;ZB;21;1098.05;1.00;;;ks;1;1;0.00;1;0;0;16.75;0.05;0;1;;0;1;0;12.6.2;1;1647.00;1992.87;1762.29;2132.37;1959.93;2371.52;2305.80;2790.02;0.00;0.00;;;Lamino, sklo;;5;16;;A;28/15;301215;301215;
K138-DB.01;K138-DB;1;;Konf. stůl PROKOP, obdélník, kolečka;ZB;21;1800.09;1.00;;;ks;1;1;0.00;1;0;0;26.00;0.12;0;1;;0;1;0;12.6.1;1;2700.00;3267.00;2889.00;3495.69;3213.22;3888.00;3780.00;4573.80;0.00;0.00;;;Voština, lamino;;f80;0;;A;28/15;301215;301215;
K138-S.02;K138-S;2;;Konf. stůl PROKOP, obdélník, kolečka;ZB;21;2159.88;1.00;;;ks;1;1;0.00;1;0;0;26.00;0.12;0;1;;0;1;0;12.6.1;1;3239.67;3920.00;3466.45;4194.40;3855.37;4665.00;4535.54;5488.00;0.00;0.00;;;Voština, lamino;;f80;0;;A;28/15;301215;301215;
K139-BB.02;K139-BB;2;;Konf. stůl MOJMÍR,běl.borovice,čtverec;ZB;21;1360.94;1.00;;;ks;1;1;0.00;1;0;0;21.00;0.43;0;1;;0;1;0;12.6.13;1;2041.32;2470.00;2184.21;2642.89;2428.93;2939.01;2857.85;3458.00;0.00;0.00;;;Voština, lamino;;F83A;20;;A;28/15;301215;301215;
K139-DS.01;K139-DS;1;;Konf. stůl MOJMÍR,dub sonoma,čtverec;ZB;21;1134.00;4.00;;;ks;4;4;0.00;1;0;0;84.00;1.72;0;1;;0;1;0;12.6.13;1;1701.00;2058.21;1820.07;2202.28;2023.97;2449.00;2381.40;2881.49;0.00;0.00;;;Voština, lamino;;F82A;20;;A;28/15;301215;301215;
K139-H.01;K139-H;1;;Konf. stůl MOJMÍR,hnědá,čtverec;ZB;21;1134.00;5.00;;;ks;5;5;0.00;1;0;0;105.00;2.15;0;1;;0;1;0;12.6.13;1;1701.00;2058.21;1820.07;2202.28;2023.97;2449.00;2381.40;2881.49;0.00;0.00;;;Voština, lamino;;F83B;20;;A;28/15;301215;301215;
K139-HE.01;K139-HE;1;;Konf. stůl MOJMÍR,merano,čtverec;ZB;21;1134.00;4.00;;;ks;4;4;0.00;1;0;0;84.00;1.72;0;1;;0;1;0;12.6.13;1;1701.00;2058.21;1820.07;2202.28;2023.97;2449.00;2381.40;2881.49;0.00;0.00;;;Voština, lamino;;F83A;20;;A;28/15;301215;301215;
K139-L.01;K139-L;1;;Konf. stůl MOJMÍR,olše,čtverec;ZB;21;1134.00;3.00;;;ks;3;3;0.00;1;0;0;63.00;1.29;0;1;;0;1;0;12.6.13;1;1701.00;2058.21;1820.07;2202.28;2023.97;2449.00;2381.40;2881.49;0.00;0.00;;;Voština, lamino;;F82B;20;;A;28/15;301215;301215;
K139-P.01;K139-P;1;;Konf. stůl MOJMÍR,přírodní,čtverec;ZB;21;1134.00;3.00;;;ks;3;3;0.00;1;0;0;63.00;1.29;0;1;;0;1;0;12.6.13;1;1701.00;2058.21;1820.07;2202.28;2023.97;2449.00;2381.40;2881.49;0.00;0.00;;;Voština, lamino;;F81B;20;;A;28/15;301215;301215;
K139-W.01;K139-W;1;;Konf. stůl MOJMÍR,wenge,čtverec;ZB;21;1134.00;3.00;;;ks;3;3;0.00;1;0;0;63.00;1.29;0;1;;0;1;0;12.6.13;1;1701.00;2058.21;1820.07;2202.28;2023.97;2449.00;2381.40;2881.49;0.00;0.00;;;Voština, lamino;;;20;;A;28/15;301215;301215;
K208-HE.01;K208-HE;1;;Konf. stůl DUŠAN, čtverec, kol.,;ZB;21;693.39;1.00;;;ks;1;1;0.00;1;0;0;25.50;0.12;0;1;;0;1;0;12.6.15;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;0.00;0.00;;;Lamino, voština;15;F79A;25;;A;28/15;301215;301215;
K208-L.01;K208-L;1;;Konf. stůl DUŠAN, čtverec, kol., olše;ZB;21;693.39;1.00;;;ks;1;1;0.00;1;0;0;25.50;0.12;0;1;;0;1;0;12.6.15;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;0.00;0.00;;;Lamino, voština;15;F79A;25;;A;28/15;301215;301215;
K208-P.01;K208-P;1;;Konf. stůl DUŠAN, čtverec, kol.,;ZB;21;660.00;2.00;;;ks;2;2;0.00;1;0;0;51.00;0.24;0;1;;0;1;0;12.6.15;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;0.00;0.00;;;Lamino, voština;15;F80A;25;;A;28/15;301215;301215;
K208-S.02;K208-S;2;;Konf. stůl čtverec, kol.,;ZB;21;660.00;11.00;;;ks;11;11;0.00;1;0;0;280.50;1.32;0;1;;0;1;0;12.6.15;1;1247.40;1509.35;1334.72;1615.01;1484.30;1796.00;1746.28;2113.00;0.00;0.00;;;Lamino, voština;15;F78C      12X;25;;A;28/15;301215;301215;
K208-W.01;K208-W;1;;Konf. stůl DUŠAN, čtverec, kol.,;ZB;21;693.39;1.00;;;ks;1;1;0.00;1;0;0;25.50;0.12;0;1;;0;1;0;12.6.15;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;0.00;0.00;;;Lamino, voština;15;F81A;25;;A;28/15;301215;301215;
K208-WE.06;K208-WE;6;;Konf. stůl DUŠAN, čtverec, kol.,;VY;21;693.39;1.00;;;ks;1;1;0.00;1;0;0;25.50;0.12;1;1;;0;1;0;12.6.15;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;0.00;0.00;;;Lamino, voština;15;F81B;25;;A;52/16;020616;020616;
K211-B.01;K211-B;1;;Konf. stůl ERICH, ovál, bílý lesk;ZB;21;1253.72;1.00;;;ks;1;1;0.00;1;0;0;20.00;0.09;0;1;;0;1;0;12.4;1;1879.50;2274.20;2011.07;2433.39;2236.36;2706.00;2631.40;3183.99;0.00;0.00;;;Lamino;15;F78B;19;;A;28/15;301215;301215;
K213-MOCE.01;K213-MOCE;1;;Konf. stůl LIBOR, obdélník;ZB;21;1113.20;5.00;;;ks;5;5;0.00;1;0;0;115.00;0.05;0;1;;0;1;0;12.2;1;1669.50;2020.10;1786.37;2161.51;1986.78;2404.00;2337.19;2828.00;0.00;0.00;;;Voština, lamino;20;F55C    2/9  5X;23;;A;28/15;301215;301215;
K216-BC.01;K216-BC;1;;Konf. stůl EMANUEL;ZB;21;1673.55;1.00;;;ks;1;1;0.00;1;0;0;27.00;0.09;0;1;;0;1;0;12.2.11;1;2509.50;3036.50;2685.17;3249.06;2985.95;3613.00;3513.22;4251.00;0.00;0.00;;;Lamino;25;F81C;26;;A;28/15;301215;301215;
K216-HES.01;K216-HES;1;;Konf. stůl EMANUEL;ZB;21;1593.41;2.00;;;ks;2;2;0.00;1;0;0;54.00;0.18;0;1;;0;1;0;12.2.11;1;2509.50;3036.50;2685.17;3249.06;2985.95;3613.00;3513.22;4251.00;0.00;0.00;;;Lamino;25;F79B;26;;A;28/15;301215;301215;
K217.06;K217;6;;Konf. stůl AMBROŽ wenge-olše 39cm;ZB;21;926.71;3.00;;;ks;3;3;0.00;1;0;0;87.00;0.21;0;1;;0;1;0;12.2;1;1564.92;1893.55;1674.46;2026.10;1862.25;2253.32;2190.91;2651.00;0.00;0.00;;;;;F24E;28;;A;28/15;301215;301215;
K219-HE.06;K219-HE;6;;Konf. stůl ARTUR;ZB;21;1593.41;4.00;;;ks;4;4;0.00;1;0;0;100.00;0.32;0;1;;0;1;0;12.2;1;3071.26;3716.22;3286.25;3976.36;3654.80;4422.31;4299.76;5202.71;0.00;0.00;;;;;F22E;24;;A;28/15;301215;301215;
K220-B.02;K220-B;2;;Konf. stůl EVŽEN;ZB;21;1112.40;5.00;;;ks;5;5;0.00;1;0;0;120.00;0.33;0;1;;0;1;0;12.6.3;1;1668.24;2018.57;1785.02;2159.87;1985.21;2402.10;2335.54;2826.00;0.00;0.00;;;Lamino, voština;50;F27B;24;;A;28/15;301215;301215;
K220-CEZ.06;K220-CEZ;6;;Konf. stůl EVŽEN creme-zelená;ZB;21;1399.40;1.00;;;ks;1;1;0.00;1;0;0;24.00;0.07;0;1;;0;1;0;12.6.3;1;2204.25;2667.14;2358.55;2853.85;2623.06;3173.90;3085.95;3734.00;0.00;0.00;;;Lamino, voština;50;F26D;24;;A;28/15;301215;301215;
K220-DB.01;K220-DB;1;;Konf. stůl EVŽEN;ZB;21;953.72;5.00;;;ks;5;5;0.00;1;0;0;120.00;0.33;0;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F28A,F25D,F28D;24;;A;28/15;301215;301215;
K220-DB.01;K220-DB;1;;Konf. stůl EVŽEN;VY;21;953.72;-1.00;;;ks;-1;-1;0.00;1;0;0;-24.00;-0.07;3;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F28A,F25D,F28D;24;;A;33/16;050416;050416;
K220-DS.01;K220-DS;1;;Konf. stůl EVŽEN;VY;21;927.27;-1.00;;;ks;-1;-1;0.00;1;0;0;-24.00;-0.07;69;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F26B,F21E,34,67,F22E;24;;A;42/16;030516;030516;
K220-DS.01;K220-DS;1;;Konf. stůl EVŽEN;ZB;21;927.26;29.00;;;ks;29;29;0.00;1;0;0;696.00;1.91;0;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F26B,F21E,34,67,F22E;24;;A;28/15;301215;301215;
K220-H.01;K220-H;1;;Konf. stůl EVŽEN hnědý;ZB;21;942.08;4.00;;;ks;4;4;0.00;1;0;0;96.00;0.26;0;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F28C,F26E;24;;A;28/15;301215;301215;
K220-H.01;K220-H;1;;Konf. stůl EVŽEN hnědý;VY;21;942.08;3.00;;;ks;3;3;0.00;1;0;0;72.00;0.20;0;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F28C,F26E;24;;A;33/16;050416;050416;
K220-HE.01;K220-HE;1;;Konf. stůl EVŽEN;VY;21;927.27;-3.00;;;ks;-3;-3;0.00;1;0;0;-72.00;-0.20;9;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F28C;24;;A;33/16;050416;050416;
K220-HE.01;K220-HE;1;;Konf. stůl EVŽEN;ZB;21;927.27;4.00;;;ks;4;4;0.00;1;0;0;96.00;0.26;0;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F28C;24;;A;28/15;301215;301215;
K220-HES.01;K220-HES;1;;Konf. stůl EVŽEN merano-bříza;ZB;21;926.71;3.00;;;ks;3;3;0.00;1;0;0;72.00;0.18;0;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F28D;24;;A;28/15;301215;301215;
K220-L.01;K220-L;1;;Konf. stůl EVŽEN;ZB;21;927.23;6.00;;;ks;6;6;0.00;1;0;0;144.00;0.40;0;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F27A;24;;A;28/15;301215;301215;
K220-P.01;K220-P;1;;Konf. stůl EVŽEN;ZB;21;927.27;7.00;;;ks;7;7;0.00;1;0;0;168.00;0.46;0;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F28a;24;;A;28/15;301215;301215;
K220-W.01;K220-W;1;;Konf. stůl EVŽEN;ZB;21;927.27;7.00;;;ks;7;7;0.00;1;0;0;168.00;0.46;0;1;;0;1;0;12.6.3;1;1390.20;1682.14;1487.51;1799.89;1654.33;2001.74;1946.28;2355.00;0.00;0.00;;;Lamino, voština;50;F26A;24;;A;28/15;301215;301215;
K221-H.01;K221-H;1;;Konf. stůl EUGEN, ovál, hnědý;ZB;21;860.33;1.00;;;ks;1;1;0.00;1;0;0;20.00;0.09;0;1;;0;1;0;12.4;1;1290.00;1560.90;1380.30;1670.16;1534.71;1857.00;1805.79;2185.01;0.00;0.00;;;Lamino;15;F23D;19;;A;28/15;301215;301215;
K221-HE.01;K221-HE;1;;Konf. stůl EUGEN, ovál, merano;ZB;21;860.04;1.00;;;ks;1;1;0.00;1;0;0;20.00;0.09;0;1;;0;1;0;12.4;1;1290.00;1560.90;1380.30;1670.16;1534.71;1857.00;1805.79;2185.01;0.00;0.00;;;Lamino;15;F23D;19;;A;28/15;301215;301215;
K221-P.01;K221-P;1;;Konf. stůl EUGEN, ovál,přírodní;ZB;21;860.04;1.00;;;ks;1;1;0.00;1;0;0;20.00;0.09;0;1;;0;1;0;12.4;1;1290.00;1560.90;1380.30;1670.16;1534.71;1857.00;1805.79;2185.01;0.00;0.00;;;Lamino;15;F26C;19;;A;28/15;301215;301215;
K224-S.04;K224-S;4;;Konf. stůl voština 38, police;ZB;21;999.38;1.00;;;ks;1;1;0.00;1;0;0;20.00;0.09;0;1;;0;1;0;12.4;1;1499.00;1813.79;1603.93;1940.76;1784.00;2158.64;2099.17;2540.00;0.00;0.00;;;Voština;;;19;;A;28/15;301215;301215;
K225-S.04;K225-S;4;;Konf. stůl voština 38, kolečka;ZB;21;1066.05;1.00;;;ks;1;1;0.12;1;8;0;20.00;0.09;0;1;;0;1;0;12.4;1;1599.00;1934.79;1710.93;2070.23;1903.00;2302.63;2239.67;2710.00;0.00;0.00;;;;;;19;;A;28/15;301215;301215;
K34-HE.01;K34-HE;1;;Konf. stůl VOJTA, rozkl.,zvedací,mer.hn.;ZB;21;2316.24;1.00;;;ks;1;1;0.00;1;0;0;31.00;0.20;0;1;;0;1;0;12.2.10;11;3693.90;4469.62;3952.47;4782.49;4395.87;5319.00;5171.07;6256.99;1290.89;1561.98;;LAWOSTOL NOVA;Lamino;;EXPEDICE;30;3094;B;28/15;301215;301215;
K34-W.01;K34-W;1;;Konf. stůl VOJTA, rozkl., zvedací, wenge;ZB;21;2316.24;1.00;;;ks;1;1;0.00;1;0;0;31.00;0.20;0;1;;0;1;0;12.2.10;11;3693.90;4469.62;3952.47;4782.49;4395.87;5319.00;5171.07;6256.99;1290.89;1561.98;;LAWOSTOL NOVA;Lamino;;EXPEDICE;30;3094;B;28/15;301215;301215;
K401-JUTA.04;K401-JUTA;4;;Konferenční stůl juta;ZB;21;1348.89;1.00;;;ks;1;1;0.00;1;0;0;28.00;0.34;0;1;;0;1;0;12.4;0;3034.50;3671.74;3246.92;3928.77;3610.74;4369.00;4247.93;5140.00;0.00;0.00;;;;;2.PATRO U MATR,F99D;26;;E;28/15;301215;301215;
K401-JUTA.06;K401-JUTA;6;;Konferenční stůl juta;ZB;21;1348.89;2.00;;;ks;2;2;0.00;1;0;0;56.00;0.68;0;1;;0;1;0;12.4;0;3034.50;3671.74;3246.92;3928.77;3610.74;4369.00;4247.93;5140.00;0.00;0.00;;;;;2.PATRO U MATR,F99D;26;;E;28/15;301215;301215;
K41-CA-72.01;K41-CA-72;1;;Konf. stůl JAN, calvados, dlažba 72;ZB;21;540.46;1.00;;;ks;1;1;0.00;1;0;0;14.30;0.02;0;1;;0;1;0;12.5.1;11;987.00;1194.27;1056.09;1277.87;1174.38;1421.00;1381.82;1672.00;1290.89;1561.98;;Konf. stul 4 dl. KORTINO;Lamino, dlažba;;EXPEDICE;14;3094;B;28/15;301215;301215;
K42.02;K42;2;;Potahová látka oranžová koordynát;ZB;21;136.49;0.15;;;mb;0;0;0.00;1;0;0;0.09;0.00;0;1;;0;1;0;12.5.2;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;MONACO 5B koordynat;Lamino, dlažba;;calounicka dilna;1;;B;28/15;301215;301215;
K42-HE-71.01;K42-HE-71;1;;Konf. stůl PAVEL, merano, dlažba 71;ZB;21;675.57;1.00;;;ks;1;1;0.00;1;0;0;17.80;0.03;0;1;;0;1;0;12.5.2;11;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;1290.89;1561.98;;Konf. stul 6 dl. MALTA;Lamino, dlažba;;EXPEDICE;17;3096;B;28/15;301215;301215;
K42-L-71.01;K42-L-71;1;;Konf. stůl PAVEL, olše, dlažba 71;ZB;21;675.57;1.00;;;ks;1;1;0.00;1;0;0;17.80;0.03;0;1;;0;1;0;12.5.2;11;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;1290.89;1561.98;;Konf. stul 6 dl. KORTINO;Lamino, dlažba;;EXPEDICE;17;3096;B;28/15;301215;301215;
K42-L-73.01;K42-L-73;1;;Konf. stůl PAVEL, olše, dlažba 73;ZB;21;675.57;1.00;;;ks;1;1;0.00;1;0;0;17.80;0.03;0;1;;0;1;0;12.5.2;11;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;1290.89;1561.98;;Konf. stul 6 dl. nr.1;Lamino, dlažba;;EXPEDICE;17;3096;B;28/15;301215;301215;
K43.02;K43;2;;Potahová látka zelená koordynát;ZB;21;138.43;1.20;;;mb;1;1;0.00;1;0;0;0.72;0.00;0;1;;0;1;0;12.5.3;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;MONACO 6B koordynat;;;calounicka dilna;1;3096;B;28/15;301215;301215;
K43-DS-73.01;K43-DS-73;1;;Konf. stůl BOŘEK, dub sonoma, dlažba 73;ZB;21;754.56;-1.00;;;ks;-1;-1;0.00;1;0;0;-17.80;-0.03;1;1;;0;1;0;12.5.3;11;1197.00;1448.37;1280.79;1549.76;1424.79;1724.00;1676.03;2028.00;1290.89;1561.98;;Konf. stul 8 dl. NR.1;Lamino, dlažba;;EXPEDICE;17;3098;B;4/16;060116;060116;
K43-L-71.01;K43-L-71;1;;Konf. stůl BOŘEK, olše, dlažba 71;ZB;21;772.08;1.00;;;ks;1;1;0.00;1;0;0;22.70;0.04;0;1;;0;1;0;12.5.3;11;1197.00;1448.37;1280.79;1549.76;1424.79;1724.00;1676.03;2028.00;0.00;0.00;;Konf. stul 8 dl. KORTINO;Lamino, dlažba;;EXPEDICE;22;3098;B;28/15;301215;301215;
K43-P-71.01;K43-P-71;1;;Konf. stůl BOŘEK, přírodní, dlaž. 71;ZB;21;772.08;1.00;;;ks;1;1;0.00;1;0;0;22.70;0.04;0;1;;0;1;0;12.5.3;11;1197.00;1448.37;1280.79;1549.76;1424.79;1724.00;1676.03;2028.00;0.00;0.00;;Konf. stul 8 dl. KORTINO;Lamino, dlažba;;EXPEDICE;22;3098;B;4/16;060116;060116;
K44.02;K44;2;;Potahová látka hnědá koordynát;ZB;21;130.07;1.63;;;mb;2;2;0.00;1;0;0;0.98;0.00;0;1;;0;1;0;12.5.4;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;MONACO 7B koordynat;;;calounicka dilna;1;;B;28/15;301215;301215;
K44-DS-72.01;K44-DS-72;1;;Konf. stůl BEN,;ZB;21;540.46;-1.00;;;ks;-1;-1;0.00;1;0;0;-17.80;-0.03;0;1;;0;1;0;12.5.4;11;898.80;1087.55;961.72;1163.68;1069.42;1294.00;1258.68;1523.00;1290.89;1561.98;;Konf. stul 1 dl.NR.1;Lamino, dlažba;;EXPEDICE;17;3094;B;4/16;060116;060116;
K44-HE-73.01;K44-HE-73;1;;Konf. stůl BEN, merano hnědé, dlažba 73;ZB;21;579.06;1.00;;;ks;1;1;0.00;1;0;0;14.00;0.02;0;1;;0;1;0;12.5.4;11;898.80;1087.55;961.72;1163.68;1069.42;1294.00;1258.68;1523.00;1290.89;1561.98;;Konf. stul 1 dl.NR.1;Lamino, dlažba;;EXPEDICE;14;3094;B;4/16;060116;060116;
