KodZboziKo,C31,1;KodZbozi,C15,2;KodPodskla,N11/0,3;KodZboziVB,C15,4;NazevVar,C250,5;TypZbozi,N11/0,6;SazbaDPH,N11/0,7;NCBD,N11/2,8;Mn,N11/2,9;BarCode,C20,10;BarCodeBal,C20,11;jednotka,C5,12;BalZakl,N11/0,13;BalZaklK,N11/0,14;BalPal,N11/2,15;BaleniZakl,N11/0,16;BaleniPal,N11/0,17;BaleniAlt,N11/0,18;HmotnostCe,N11/2,19;ObjemCelke,N11/2,20;InvMn,N11/0,21;cProvozovn,N11/0,22;VUPoznamka,C20,23;Import,L,24;KodCenSkup,N11/0,25;KodSlevSku,N11/0,26;KodSortime,C15,27;KodVyrobce,C15,28;PCA,N11/2,29;PCASD,N11/2,30;PCB,N11/2,31;PCBSD,N11/2,32;PCC,N11/2,33;PCCSD,N11/2,34;PCD,N11/2,35;PCDSD,N11/2,36;KC,N11/2,37;KCSD,N11/2,38;VUDodcislo,C40,39;VUDodavate,C40,40;VUMaterial,C30,41;VUNostnost,C30,42;VUSklmisto,C20,43;VUNetto301,N11/0,44;VUPuvodniz,C10,45;VUVolnaZ53,C20,46;Cislo,C15,47;dPohybu,D,48;dZaloz,D,49$
S83-L.06;S83-L;6;;Jíd. stůl GUSTAV , sklo+masiv 2ks balení;ZB;21;1255.18;9.00;;;ks;9;9;9.00;1;1;0;441.00;0.82;0;1;;0;1;0;19.4;25;1888.43;2285.00;2020.62;2444.95;2247.00;2718.87;2643.80;3199.00;0.00;0.00;MATER./COLOR: BIRCH/B3;DINING TABLE GLASS A278T;;;B28D+NOHY  8x 11blat;45;8101-LC;E;39/15;301215;301215;
S83-L.98;S83-L;98;;Jíd. stůl ovál, sklo+masiv /2ks balení/;ZB;21;1297.16;1.00;;;ks;1;1;1.00;1;1;0;49.00;0.09;0;1;;0;1;0;19.4;25;2100.00;2541.00;2247.00;2718.87;2499.17;3024.00;2939.67;3557.00;0.00;0.00;;;;;prodejna;45;8101-LC;E;39/15;301215;301215;
S86-B.04;S86-B;4;;Jíd. stůl- MDF+dřevěné nohy,bílý;ZB;21;1407.99;1.00;;;ks;1;1;0.00;1;0;0;21.00;0.24;0;1;;0;1;0;19.1;87;1999.00;2418.79;2138.93;2588.11;2379.00;2878.59;2798.35;3386.00;0.00;0.00;;B-03 White color;;;expedice  regál nad;19;;E;39/15;301215;301215;
S86-B.06;S86-B;6;;Jíd. stůl- MDF+dřevěné nohy,bílý;ZB;21;1407.99;9.00;;;ks;9;9;0.00;1;0;0;189.00;2.16;0;1;;0;1;0;19.1;87;1999.00;2418.79;2138.93;2588.11;2379.00;2878.59;2798.35;3386.00;0.00;0.00;;B-03 White color;;;expedice  regál nad;19;;E;39/15;301215;301215;
S86-C.04;S86-C;4;;Jíd. stůl- MDF+dřevěné nohy,černý;ZB;21;1407.99;1.00;;;ks;1;1;0.00;1;0;0;21.00;0.24;0;1;;0;1;0;19.1;87;1999.00;2418.79;2138.93;2588.11;2379.00;2878.59;2798.35;3386.00;0.00;0.00;;B-03 Black color;;;H21A+expedice regál;19;;E;39/15;301215;301215;
S86-C.06;S86-C;6;;Jíd. stůl- MDF+dřevěné nohy,černý;ZB;21;1407.99;11.00;;;ks;11;11;0.00;1;0;0;231.00;2.64;0;1;;0;1;0;19.1;87;1999.00;2418.79;2138.93;2588.11;2379.00;2878.59;2798.35;3386.00;0.00;0.00;;B-03 Black color;;;H21A+expedice regál;19;;E;39/15;301215;301215;
S86-C.98;S86-C;98;;Jíd. stůl- MDF+dřevěné nohy,černý;ZB;21;1407.99;1.00;;;ks;1;1;0.00;1;0;0;21.00;0.24;0;1;;0;1;0;19.1;87;2176.00;2632.96;2328.32;2817.27;2589.26;3133.00;3046.28;3686.00;0.00;0.00;;;;;koje   prodejna;19;;E;39/15;301215;301215;
S86-P.04;S86-P;4;;Jíd. stůl- MDF+dřevěné nohy;ZB;21;1407.99;1.00;;;ks;1;1;0.00;1;0;0;21.00;0.24;0;1;;0;1;0;19.1;87;2176.00;2632.96;2328.32;2817.27;2589.26;3133.00;3046.28;3686.00;0.00;0.00;;;;;prodejna;19;;E;39/15;301215;301215;
S86-P.06;S86-P;6;;Jíd. stůl- MDF+dřevěné nohy;ZB;21;1407.99;13.00;;;ks;13;13;0.00;1;0;0;273.00;3.12;0;1;;0;1;0;19.1;87;1999.00;2418.79;2138.93;2588.11;2379.00;2878.59;2798.35;3386.00;0.00;0.00;;B-03 Natural color;;;H34D+expedice regál;19;;E;39/15;301215;301215;
S90-TERA.01;S90-TERA;1;;Jídelní stůl MDF+sklo VALY;ZB;21;3539.89;4.00;;;ks;4;4;0.00;1;0;0;266.40;0.85;0;1;;0;1;0;19.4;107;5310.00;6425.10;5681.70;6874.86;6319.00;7645.99;7433.88;8994.99;0.00;0.00;wk-37+wk06;T1155;;;F118C;61;;E;39/15;301215;301215;
S90-TERA.04;S90-TERA;4;;Jídelní stůl MDF+sklo VALY;ZB;21;3539.89;1.00;;;ks;1;1;0.00;1;0;0;66.60;0.21;0;1;;0;1;0;19.4;107;5310.00;6425.10;5681.70;6874.86;6319.00;7645.99;7433.88;8994.99;0.00;0.00;;;;;F118C;61;;E;39/15;301215;301215;
S91-B.01;S91-B;1;;Jídelní stůl MDF+sklo,lesk MIKULÁŠ;ZB;21;4062.98;3.00;;;ks;3;3;0.00;1;0;0;262.20;1.70;0;1;;0;1;0;19.4;107;6094.00;7373.74;6520.58;7889.90;7252.00;8774.92;8532.23;10324.00;0.00;0.00;wk-06;T1101;;;F118D,H40D;74;;E;39/15;301215;301215;
S91-B.04;S91-B;4;;Jídelní stůl MDF+sklo,lesk MIKULÁŠ;ZB;21;4062.98;1.00;;;ks;1;1;0.00;1;0;0;87.40;0.57;0;1;;0;1;0;19.4;107;6094.00;7373.74;6520.58;7889.90;7252.00;8774.92;8532.23;10324.00;0.00;0.00;;;;;F118D,H40D;74;;E;39/15;301215;301215;
S92-B.01;S92-B;1;;Jídelní stůl MDF,lesk,rozklad DENIS;ZB;21;6004.74;4.00;;;ks;4;4;0.00;1;0;0;359.20;1.82;0;1;;0;1;0;19.1;107;9007.00;10898.47;9637.49;11661.36;10718.00;12968.78;12609.92;15258.00;0.00;0.00;wk-06;T1139A;;;H12C,H6C,F116D;73;;E;39/15;301215;301215;
S93-SC.01;S93-SC;1;;Jídelní stůl MDF,lesk ROLAND;ZB;21;4556.97;2.00;;;ks;2;2;0.00;1;0;0;119.80;0.57;0;1;;0;1;0;19.4;107;6835.00;8270.35;7313.45;8849.27;8134.00;9842.14;9568.60;11578.01;0.00;0.00;wk-06;T1171;;;H112D;52;;E;39/15;301215;301215;
S93-SC.99;S93-SC;99;;Jídelní stůl MDF,lesk ROLAND;ZB;21;4556.97;1.00;;;ks;1;1;0.00;1;0;0;59.90;0.28;0;1;;0;1;0;19.4;107;6835.00;8270.35;7313.45;8849.27;8134.00;9842.14;9568.60;11578.01;0.00;0.00;;;;;H32D,F118D;52;;E;39/15;301215;301215;
S93-SC.99;S93-SC;99;;Jídelní stůl MDF,lesk ROLAND;ZB;21;4556.97;-2.00;;;ks;-2;-2;0.00;1;0;0;-119.80;-0.57;2;1;rp 744/16;0;1;0;19.4;107;6835.00;8270.35;7313.45;8849.27;8134.00;9842.14;9568.60;11578.01;0.00;0.00;;;;;H32D,F118D;52;;E;57/16;290616;290616;
STI-ASOLO.04;STI-ASOLO;4;;Stůl ASOLO - bílý prům. 90 cm;ZB;21;2926.74;1.00;;;ks;1;1;0.00;1;0;0;6.00;0.04;0;1;;0;1;0;114;123;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;C;39/15;301215;301215;
STI-CROCE.04;STI-CROCE;4;;ŽIDLE CROCE - bílá beky lux cafe crema96;ZB;21;984.53;4.00;;;ks;4;4;0.00;1;0;0;24.00;0.14;0;1;;0;1;0;114;123;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;C;39/15;301215;301215;
STI-SPIDER.04;STI-SPIDER;4;;ŽIDLE SPIDER bar polycarbon bianco lucid;ZB;21;1154.58;1.00;;;ks;1;1;0.00;1;0;0;6.00;0.04;0;1;;0;1;0;114;123;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;C;39/15;301215;301215;
STI-SPRITZ.04;STI-SPRITZ;4;;STUL SPRITZ průměr 60 cm;ZB;21;868.18;1.00;;;ks;1;1;0.00;1;0;0;6.00;0.04;0;1;;0;1;0;114;123;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;C;39/15;301215;301215;
S-VAK-BUBU.04;S-VAK-BUBU;4;;Sedací vak BUBU podnožka;ZB;21;892.56;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;106;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;39/15;301215;301215;
S-vzor-DB.04;S-vzor-DB;4;;Jídelní stůl 80x80;ZB;21;1672.84;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;;0;1;0;19.1;117;2509.00;3035.89;2684.63;3248.40;2986.00;3613.06;3513.22;4251.00;0.00;0.00;;;;;;42;;B;39/15;301215;301215;
T01-DB.01;T01-DB;1;;TV stolek Š-70 V-55 H-45;ZB;21;630.58;2.00;;;ks;2;2;0.00;1;0;0;34.00;0.30;0;1;;0;1;0;20.1;1;945.00;1143.45;1011.15;1223.49;1124.79;1361.00;1323.14;1601.00;0.00;0.00;;;Lamino;30;H1A;16;3041-H;A;39/15;301215;301215;
T01-HE.01;T01-HE;1;;TV stolek Š-70 V-55 H-45;ZB;21;630.58;3.00;;;ks;3;3;0.00;1;0;0;51.00;0.45;0;1;;0;1;0;20.1;1;945.00;1143.45;1011.15;1223.49;1124.79;1361.00;1323.14;1601.00;0.00;0.00;;;Lamino;30;H10C;16;3041-H;A;39/15;301215;301215;
T01-L.01;T01-L;1;;TV stolek Š-70 V-55 H-45;ZB;21;630.47;4.00;;;ks;4;4;0.00;1;0;0;68.00;0.60;0;1;;0;1;0;20.1;1;945.00;1143.45;1011.15;1223.49;1124.79;1361.00;1323.14;1601.00;0.00;0.00;;;Lamino;30;H10C;16;3041-L;A;39/15;301215;301215;
T01-P.01;T01-P;1;;TV stolek Š-70 V-55 H-45;ZB;21;630.58;6.00;;;ks;6;6;0.00;1;0;0;102.00;0.90;0;1;;0;1;0;20.1;1;945.00;1143.45;1011.15;1223.49;1124.79;1361.00;1323.14;1601.00;0.00;0.00;;;Lamino;30;H12C;16;3041-P;A;39/15;301215;301215;
T01-T.02;T01-T;2;;TV stolek Š-70 V-55 H-45;ZB;21;630.58;1.00;;;ks;1;1;0.00;1;0;0;17.00;0.15;0;1;;0;1;0;20.1;1;1134.00;1372.14;1213.38;1468.19;1349.46;1632.85;1587.60;1921.00;0.00;0.00;;;Lamino;30;H2B;16;3041-P;A;39/15;301215;301215;
T01-W.01;T01-W;1;;TV stolek Š-70 V-55 H-45;ZB;21;630.58;2.00;;;ks;2;2;0.00;1;0;0;34.00;0.30;0;1;;0;1;0;20.1;1;945.00;1143.45;1011.15;1223.49;1124.79;1361.00;1323.14;1601.00;0.00;0.00;;;Lamino;30;H10C;16;3041-H;A;39/15;301215;301215;
T03-BB.02;T03-BB;2;;TV stolek;ZB;21;672.03;1.00;;;ks;1;1;0.00;1;0;0;16.00;0.03;0;1;;0;1;0;20.1;1;1209.60;1463.62;1294.27;1566.07;1439.42;1741.70;1693.44;2049.06;0.00;0.00;;;Lamino;30;H6B, H12B;16;3048-HN;A;39/15;301215;301215;
T03-DS.01;T03-DS;1;;TV stolek;ZB;21;672.38;1.00;;;ks;1;1;0.00;1;0;0;16.00;0.03;0;1;;0;1;0;20.1;1;1008.00;1219.68;1078.56;1305.06;1199.17;1451.00;1411.57;1708.00;0.00;0.00;;;Lamino;30;H17B;16;3048-HN;A;39/15;301215;301215;
T03-HE.01;T03-HE;1;;TV stolek;ZB;21;672.73;3.00;;;ks;3;3;0.00;1;0;0;48.00;0.09;0;1;;0;1;0;20.1;1;1008.00;1219.68;1078.56;1305.06;1199.17;1451.00;1411.57;1708.00;0.00;0.00;;;Lamino;30;H8B;16;3048-HN;A;39/15;301215;301215;
T03-L.01;T03-L;1;;TV stolek;ZB;21;672.73;1.00;;;ks;1;1;0.00;1;0;0;16.00;0.03;0;1;;0;1;0;20.1;1;1008.00;1219.68;1078.56;1305.06;1199.17;1451.00;1411.57;1708.00;0.00;0.00;;;Lamino;30;H12B;16;3048-LN;A;39/15;301215;301215;
T03-M.02;T03-M;2;;TV stolek;ZB;21;672.63;1.00;;;ks;1;1;0.00;1;0;0;16.00;0.03;0;1;;0;1;0;20.1;1;1209.60;1463.62;1294.27;1566.07;1439.42;1741.70;1693.44;2049.06;0.00;0.00;;;Lamino;30;H7C;16;3048-MN;A;39/15;301215;301215;
T03-P.01;T03-P;1;;TV stolek;ZB;21;672.73;2.00;;;ks;2;2;0.00;1;0;0;32.00;0.06;0;1;;0;1;0;20.1;1;1008.00;1219.68;1078.56;1305.06;1199.17;1451.00;1411.57;1708.00;0.00;0.00;;;Lamino;30;H9B;16;3048-PN;A;39/15;301215;301215;
T03-S.02;T03-S;2;;TV stolek;ZB;21;640.03;15.00;;;ks;15;15;0.00;1;0;0;240.00;0.45;0;1;;0;1;0;20.1;1;1209.60;1463.62;1294.27;1566.07;1439.42;1741.70;1693.44;2049.06;0.00;0.00;;;Lamino;30;H4B,H6C;16;3048-HN;A;39/15;301215;301215;
T03-W.01;T03-W;1;;TV stolek;ZB;21;665.63;2.00;;;ks;2;2;0.00;1;0;0;32.00;0.06;0;1;;0;1;0;20.1;1;1008.00;1219.68;1078.56;1305.06;1199.17;1451.00;1411.57;1708.00;0.00;0.00;;;Lamino;30;H7C;16;3048-HN;A;39/15;301215;301215;
T04-HE.01;T04-HE;1;;TV stolek;ZB;21;1435.54;4.00;;;ks;4;4;0.00;1;0;0;124.80;0.48;0;1;;0;1;0;20.1;1;2152.50;2604.52;2303.18;2786.85;2561.16;3099.00;3013.22;3646.00;0.00;0.00;;;Lamino;45;H7B;30;3044;A;39/15;301215;301215;
T052-B.06;T052-B;6;;Televizní stolek-1 zásuvka;ZB;21;1727.27;1.00;;;ks;1;1;0.00;1;0;0;51.00;0.10;0;1;;0;1;0;20.1;1;2719.59;3290.70;2909.96;3521.05;3236.31;3915.94;3807.44;4607.00;0.00;0.00;;;Lamino;70;G14A atelier,H zem p;50;;A;39/15;301215;301215;
T052-S.06;T052-S;6;;Televizní stolek-1 zásuvka;ZB;21;1726.75;5.00;;;ks;5;5;0.00;1;0;0;255.00;0.50;0;1;;0;1;0;20.1;1;1990.00;2407.90;2129.30;2576.45;2368.00;2865.28;2785.95;3371.00;0.00;0.00;;;Lamino;70;G14A ATELIER;50;;A;39/15;301215;301215;
T052-W.06;T052-W;6;;Televizní stolek-1 zásuvka;ZB;21;1726.75;1.00;;;ks;1;1;0.00;1;0;0;51.00;0.10;0;1;;0;1;0;20.1;1;1990.00;2407.90;2129.30;2576.45;2368.00;2865.28;2785.95;3371.00;0.00;0.00;;;Lamino;70;atelier;50;;A;39/15;301215;301215;
T07-DB.01;T07-DB;1;;TV stolek;ZB;21;1085.95;1.00;;;ks;1;1;0.00;1;0;0;31.00;0.10;0;1;;0;1;0;20.1;1;1627.50;1969.28;1741.43;2107.13;1936.36;2343.00;2278.51;2757.00;0.00;0.00;;;Lamino;30;H12A;30;3045-HK;A;39/15;301215;301215;
T07-DS.01;T07-DS;1;;TV stolek;ZB;21;1085.95;2.00;;;ks;2;2;0.00;1;0;0;62.00;0.20;0;1;;0;1;0;20.1;1;1627.50;1969.28;1741.43;2107.13;1936.36;2343.00;2278.51;2757.00;0.00;0.00;;;Lamino;30;H2A;30;3045-HK;A;39/15;301215;301215;
T07-HE.01;T07-HE;1;;TV stolek;ZB;21;1085.95;1.00;;;ks;1;1;0.00;1;0;0;31.00;0.10;0;1;;0;1;0;20.1;1;1627.50;1969.28;1741.43;2107.13;1936.36;2343.00;2278.51;2757.00;0.00;0.00;;;Lamino;30;H11B;30;3045-HK;A;39/15;301215;301215;
T07-L.01;T07-L;1;;TV stolek;ZB;21;1085.95;4.00;;;ks;4;4;0.00;1;0;0;124.00;0.40;0;1;;0;1;0;20.1;1;1627.50;1969.28;1741.43;2107.13;1936.36;2343.00;2278.51;2757.00;0.00;0.00;;;Lamino;30;H2A;30;3045-LK;A;39/15;301215;301215;
T07-M.02;T07-M;2;;TV stolek;ZB;21;1085.95;1.00;;;ks;1;1;0.00;1;0;0;31.00;0.10;0;1;;0;1;0;20.1;1;1953.00;2363.13;2089.71;2528.55;2324.07;2812.12;2734.20;3308.38;0.00;0.00;;;Lamino;30;H12B,H10C;30;3045-MK;A;39/15;301215;301215;
T07-P.01;T07-P;1;;TV stolek;ZB;21;1085.95;1.00;;;ks;1;1;0.00;1;0;0;31.00;0.10;0;1;;0;1;0;20.1;1;1627.50;1969.28;1741.43;2107.13;1936.36;2343.00;2278.51;2757.00;0.00;0.00;;;Lamino;30;H3A;30;3045-PK;A;39/15;301215;301215;
T07-S.02;T07-S;2;;TV stolek;ZB;21;1033.39;2.00;;;ks;2;2;0.00;1;0;0;62.00;0.20;0;1;;0;1;0;20.1;1;1953.00;2363.13;2089.71;2528.55;2324.07;2812.12;2734.20;3308.38;0.00;0.00;;;Lamino;30;H33B;30;3045-HK;A;39/15;301215;301215;
T07-W.01;T07-W;1;;TV stolek;ZB;21;1085.65;1.00;;;ks;1;1;0.00;1;0;0;31.00;0.10;0;1;;0;1;0;20.1;1;1627.50;1969.28;1741.43;2107.13;1936.36;2343.00;2278.51;2757.00;0.00;0.00;;;Lamino;30;H1A;30;3045-HK;A;39/15;301215;301215;
T09-DB.01;T09-DB;1;;TV stolek;ZB;21;1554.55;3.00;;;ks;3;3;0.00;1;0;0;145.50;0.45;0;1;;0;1;0;20.1;1;2331.00;2820.51;2494.17;3017.95;2773.55;3356.00;3263.64;3949.00;0.00;0.00;;;Lamino;45;H19A;48;3049-H;A;39/15;301215;301215;
T09-DS.01;T09-DS;1;;TV stolek;ZB;21;1554.55;3.00;;;ks;3;3;0.00;1;0;0;145.50;0.45;0;1;;0;1;0;20.1;1;2331.00;2820.51;2494.17;3017.95;2773.55;3356.00;3263.64;3949.00;0.00;0.00;;;Lamino;45;H19A;48;3049-H;A;39/15;301215;301215;
T09-HE.01;T09-HE;1;;TV stolek;ZB;21;1554.55;8.00;;;ks;8;8;0.00;1;0;0;388.00;1.20;0;1;;0;1;0;20.1;1;2331.00;2820.51;2494.17;3017.95;2773.55;3356.00;3263.64;3949.00;0.00;0.00;;;Lamino;45;H17B;48;3049-H;A;39/15;301215;301215;
T09-L.01;T09-L;1;;TV stolek;ZB;21;1554.55;10.00;;;ks;10;10;0.00;1;0;0;485.00;1.50;0;1;;0;1;0;20.1;1;2331.00;2820.51;2494.17;3017.95;2773.55;3356.00;3263.64;3949.00;0.00;0.00;;;Lamino;45;H17A;48;3049-LN;A;39/15;301215;301215;
T09-M.02;T09-M;2;;TV stolek;ZB;21;1554.55;4.00;;;ks;4;4;0.00;1;0;0;194.00;0.60;0;1;;0;1;0;20.1;1;2797.20;3384.61;2993.00;3621.53;3328.67;4027.69;3916.08;4738.46;0.00;0.00;;;Lamino;45;H18A;48;3049-MN;A;39/15;301215;301215;
T09-P.01;T09-P;1;;TV stolek;ZB;21;1554.55;8.00;;;ks;8;8;0.00;1;0;0;388.00;1.20;0;1;;0;1;0;20.1;1;2331.00;2820.51;2494.17;3017.95;2773.55;3356.00;3263.64;3949.00;0.00;0.00;;;Lamino;45;H18B;48;3049-PN;A;39/15;301215;301215;
T09-W.01;T09-W;1;;TV stolek;ZB;21;1554.55;2.00;;;ks;2;2;0.00;1;0;0;97.00;0.30;0;1;;0;1;0;20.1;1;2331.00;2820.51;2494.17;3017.95;2773.55;3356.00;3263.64;3949.00;0.00;0.00;;;Lamino;45;H18A;48;3049-H;A;39/15;301215;301215;
T103-BB.01;T103-BB;1;;Televizní stolek sestavy Office s 1 zás.;ZB;21;693.39;1.00;;;ks;1;1;0.00;1;0;0;28.50;0.05;0;1;;0;1;0;20.1;1;2089.50;2528.30;2235.77;2705.28;2486.78;3009.00;2925.62;3540.00;0.00;0.00;;;Lamino;40;H10D;0;;A;39/15;301215;301215;
T103-DS.01;T103-DS;1;;Televizní stolek sestavy Office s 1 zás.;ZB;21;693.03;1.00;;;ks;1;1;0.00;1;0;0;28.50;0.05;0;1;;0;1;0;20.1;1;2089.50;2528.30;2235.77;2705.28;2486.78;3009.00;2925.62;3540.00;0.00;0.00;;;Lamino;40;H10D;0;;A;39/15;301215;301215;
T10-BB.02;T10-BB;2;;TV stolek LCD,;ZB;21;693.39;2.00;;;ks;2;2;0.00;1;0;0;53.70;0.20;0;1;;0;1;0;20.1;1;1247.40;1509.35;1334.72;1615.01;1484.41;1796.14;1746.36;2113.10;0.00;0.00;;;Lamino;55;H19B;26;3054-H;A;39/15;301215;301215;
T10-DB.01;T10-DB;1;;TV stolek LCD,;ZB;21;693.39;1.00;;;ks;1;1;0.00;1;0;0;26.85;0.10;0;1;;0;1;0;20.1;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.30;1760.91;0.00;0.00;;;Lamino;55;H21A;26;3054-H;A;39/15;301215;301215;
T10-DS.01;T10-DS;1;;TV stolek LCD,;ZB;21;693.39;6.00;;;ks;6;6;0.00;1;0;0;161.10;0.60;0;1;;0;1;0;20.1;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.30;1760.91;0.00;0.00;;;Lamino;55;;26;3054-H;A;39/15;301215;301215;
T10-HE.01;T10-HE;1;;TV stolek LCD, merano;ZB;21;693.39;5.00;;;ks;5;5;0.00;1;0;0;134.50;0.50;0;1;;0;1;0;20.1;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.30;1760.91;0.00;0.00;;;Lamino;55;H19B,H21A;26;3054-H;A;39/15;301215;301215;
T10-L.01;T10-L;1;;TV stolek LCD, olše;ZB;21;693.39;2.00;;;ks;2;2;0.00;1;0;0;53.70;0.20;0;1;;0;1;0;20.1;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.30;1760.91;0.00;0.00;;;Lamino;55;H20A,H20B;26;3054-L;A;39/15;301215;301215;
T10-M.02;T10-M;2;;TV stolek LCD, mahagon;ZB;21;693.27;1.00;;;ks;1;1;0.00;1;0;0;26.85;0.10;0;1;;0;1;0;20.1;1;1247.40;1509.35;1334.72;1615.01;1484.41;1796.14;1746.36;2113.10;0.00;0.00;;;Lamino;55;H21A;26;3054-M;A;39/15;301215;301215;
T10-P.01;T10-P;1;;TV stolek LCD, přírodní;ZB;21;693.39;1.00;;;ks;1;1;0.00;1;0;0;26.00;0.10;0;1;;0;1;0;20.1;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.30;1760.91;0.00;0.00;;;Lamino;55;H19B;25;3054-P;A;39/15;301215;301215;
T10-S.02;T10-S;2;;TV stolek LCD,;ZB;21;660.03;5.00;;;ks;5;5;0.00;1;0;0;134.50;0.50;0;1;;0;1;0;20.1;1;1247.40;1509.35;1334.72;1615.01;1484.41;1796.14;1746.36;2113.10;0.00;0.00;;;Lamino;55;H21B;26;3054-H;A;39/15;301215;301215;
T10-W.01;T10-W;1;;TV stolek LCD,;ZB;21;693.03;1.00;;;ks;1;1;0.00;1;0;0;26.90;0.10;0;1;;0;1;0;20.1;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.30;1760.91;0.00;0.00;;;Lamino;55;H20C;26;3054-H;A;39/15;301215;301215;
T44-CE.98;T44-CE;98;;TV stolek;ZB;21;1660.08;1.00;;;ks;1;1;0.00;1;0;0;21.00;0.14;0;1;;0;1;0;20.1;1;2614.50;3163.54;2797.52;3385.00;3111.57;3765.00;3660.33;4429.00;0.00;0.00;;;Voština, lamino;35;ATELIER;20;;A;39/15;301215;301215;
T44-TE.06;T44-TE;6;;TV stolek;ZB;21;1660.08;6.00;;;ks;6;6;0.00;1;0;0;294.00;0.86;0;1;;0;1;0;20.1;1;1909.00;2309.89;2042.63;2471.58;2272.00;2749.12;2672.73;3234.00;0.00;0.00;;;Voština, lamino;35;G10 ATELIER   13x;48;;A;39/15;301215;301215;
T45-M.06;T45-M;6;;TV stolek;ZB;21;2094.21;1.00;;;ks;1;1;0.00;1;0;0;39.00;0.15;0;1;;0;1;0;20.1;1;2408.00;2913.68;2576.56;3117.64;2865.00;3466.65;3371.07;4078.99;0.00;0.00;;;Voština, lamino;35;koje  prodejna;38;;A;39/15;301215;301215;
T45-M.06;T45-M;6;;TV stolek;VY;21;2094.21;-1.00;;;ks;-1;-1;0.00;1;0;0;-39.00;-0.15;1;1;ATYP;0;1;0;20.1;1;2408.00;2913.68;2576.56;3117.64;2865.00;3466.65;3371.07;4078.99;0.00;0.00;;;Voština, lamino;35;koje  prodejna;38;;A;4/16;060116;060116;
T45-M-ATYP.02;T45-M-ATYP;2;;TV stolek /1m délka;VY;21;2094.21;1.00;;;ks;1;1;0.00;1;0;0;39.00;0.15;0;1;+ - atyp;0;1;0;20.1;1;2408.00;2913.68;2576.56;3117.64;2865.00;3466.65;3371.07;4078.99;0.00;0.00;;;Voština, lamino;35;koje  prodejna;38;;A;4/16;060116;060116;
T81-S.06;T81-S;6;;TV stolek LCD, sklo kouřové /2ks bal./;ZB;21;770.03;86.00;;;ks;86;86;86.00;1;1;0;3268.00;10.41;0;1;;0;1;0;20.1;25;890.00;1076.90;952.30;1152.28;1059.00;1281.39;1246.28;1508.00;0.00;0.00;;S-6;;;H39D,F44E,H36D,H38D;37;3057-S;E;39/15;301215;301215;
T81-S.98;T81-S;98;;TV stolek LCD, sklo kouřové /2ks bal./;ZB;21;770.03;1.00;;;ks;1;1;1.00;1;1;0;38.00;0.12;0;1;;0;1;0;20.1;25;1396.50;1689.76;1494.26;1808.05;1661.98;2011.00;1955.37;2366.00;0.00;0.00;;;;;H39D;37;3057-S;E;39/15;301215;301215;
T82-S.06;T82-S;6;;TV stolek LCD, sklo kouřové /2ks bal./;ZB;21;1034.69;9.00;;;ks;9;9;9.00;1;1;0;540.00;1.19;0;1;;0;1;0;20.1;25;1190.00;1439.90;1273.30;1540.69;1416.00;1713.36;1666.12;2016.01;0.00;0.00;;S-7;;;H22C,H39C NOHY;57;3058-S;E;39/15;301215;301215;
T83-S.06;T83-S;6;;TV stolek LCD, sklo kouřové /2ks bal./;ZB;21;770.68;7.00;;;ks;7;7;7.00;1;1;0;283.50;0.57;0;1;;0;1;0;20.1;25;990.00;1197.90;1059.30;1281.75;1178.00;1425.38;1385.95;1677.00;0.00;0.00;;S-10;;;H37C+H41C;39;3060-S;E;39/15;301215;301215;
T83-S.98;T83-S;98;;TV stolek LCD, sklo kouřové /2ks bal./;ZB;21;770.68;4.00;;;ks;4;4;4.00;1;1;0;162.00;0.32;0;1;;0;1;0;20.1;25;1774.50;2147.14;1898.72;2297.45;2111.57;2555.00;2484.30;3006.00;0.00;0.00;;;;;prodejna;39;3060-S;E;39/15;301215;301215;
T83-S.99;T83-S;99;;TV stolek LCD, sklo kouřové /2ks bal./;ZB;21;770.68;2.00;;;ks;2;2;2.00;1;1;0;81.00;0.16;0;1;;0;1;0;20.1;25;990.00;1197.90;1059.30;1281.75;1178.00;1425.38;1385.95;1677.00;0.00;0.00;;;;;H37C+H41C;39;3060-S;E;39/15;301215;301215;
